,Unnamed: 0,sentence,tag,label
838,285,"The government passed a law to increase access to job training programs, in an effort to reduce unemployment.",0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
234,234,The government has implemented a series of measures to prevent the spread of hate speech.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0 0,prevent
2113,15,"While this indicates continued strong demand for the company's desk-top computers, Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co. Recently, analysts have said Sun also is vulnerable to competition from International Business Machines Corp., which plans to introduce a group of workstations early next year, and Next Inc. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
798,245,The government passed a law to increase access to childcare in an effort to increase workforce participation.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,intend
1230,199,The Canadian government has announced a new program to help refugees access housing and healthcare services.,0 0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0,enable
1703,124,LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
2134,36,"In the filing, Crane said that in the past it considered seeking control of Milton Roy, of St. Petersburg, Fla., through a merger or tender offer and that it expects to continue to evaluate an acquisition from time to time. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
2019,440,"Suning wants to save as much as possible both on the purchase of new players and salaries, as well as potentially selling those with the highest value, an approach that Conte believes incompatible with the club's desire to play at the highest level in Europe.",prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
1625,46,"Gregori Volokhine, of Meeschaert Financial Services, said investors are becoming convinced the Fed eventually will take steps to keep inflation under wraps.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 effect 0 0 0,prevent
1055,24,The government has also announced that it will be investing in infrastructure projects to improve transportation and communication networks.,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0,enable
1078,47,The United States Congress has passed a new bill to provide healthcare to all citizens.,0 0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0,enable
1600,21,"However, its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike. ",0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0,cause
1218,187,The European Union has adopted a new directive that requires all member states to ensure that their citizens have access to quality healthcare.,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,enable
960,407,The government passed a law to increase access to mental health services in an effort to reduce crime.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
1992,413,"The new facility was to have been the world's most advanced cereal manufacturing plant, and Kellogg's largest construction project. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
2072,5,"The company said its shipments declined as a result of a reduction in inventories by service centers, a lackluster automotive market and increasing competitive pressures in the construction market.    ",0 0 0 0 0 effect 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
131,131,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the government from using weapons against its own citizens.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
455,455,"The government has implemented a series of measures to prevent the illegal dumping of hazardous waste, including increased monitoring of waste disposal sites and increased penalties for those who violate the law.",0 0 0 0 0 0 0 prevention 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
511,511,The European Union has imposed economic sanctions on Russia in an effort to prevent the country from destabilizing the region.,0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
1392,361,The United Nations has adopted a resolution calling for the establishment of a global system of taxation to ensure that multinational corporations pay their fair share of taxes.,0 0 0 0 0 0 0 0 0 0 0 0 0 condition condition 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
351,351,The United States has imposed sanctions on Cuba in an effort to prevent the country from violating human rights.,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
600,47,"The government is introducing a new law to protect the rights of LGBTQ+ individuals, in an effort to promote acceptance and inclusion.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
1354,323,The International Monetary Fund has issued a warning to countries to reduce their debt levels and increase fiscal discipline.,0 0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0 0 0,enable
1645,66,"Ralston attributed its fourth-quarter slump partly to higher costs of ingredients in the pet food business as well as competitive pressures, which required higher advertising spending. ",0 0 0 0 0 0 effect 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
424,424,"To prevent the exploitation of workers, the government has implemented a series of laws to protect labor rights.",0 0 0 effect 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0,prevent
360,360,The United Nations has imposed an arms embargo on Iran in an effort to prevent the country from developing nuclear weapons.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect 0,prevent
1720,141,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0,cause
1586,7,"At the same time, the sheer size of the loss, coupled with a slowing of orders, made some securities analysts wonder just how strong that turnaround will be at the computer maker and defense-electronics concern.    ",0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
1777,198,Rights attached to the company's common shares were issued that are triggered if a hostile bidder acquires more than 20% of the shares outstanding.,0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,cause
116,116,The United States has imposed economic sanctions on Iran in an effort to prevent the government from developing nuclear weapons.,0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
1121,90,The United Nations Security Council has also adopted a resolution calling for the establishment of a monitoring mission to ensure compliance with the ceasefire.,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 effect effect 0 0 0 0,enable
158,158,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from acquiring weapons of mass destruction.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect effect effect 0,prevent
520,520,"The government has implemented a series of measures to prevent the exploitation of natural resources, including increased monitoring of environmental practices and increased penalties for companies that violate environmental regulations.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
240,240,The government has implemented a series of laws to protect the environment from pollution and other forms of degradation.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
1525,39,The European Union has adopted a new policy to reduce the amount of plastic waste in the environment.,0 0 0 0 intention 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
328,328,The United Nations has imposed an arms embargo on Libya in an effort to prevent further violence in the region.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 effect 0 0 0 0,prevent
738,185,The government is introducing a new tax on luxury goods in an effort to raise revenue for social programs.,0 0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
5,5,"The government has implemented a series of measures to prevent the illegal trafficking of people, including increased border security and increased penalties.",0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 prevention 0 0 0 0 0,prevent
643,90,The government passed a law to increase the minimum wage in an effort to reduce poverty.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
398,398,The United States has imposed economic sanctions on Iran to prevent the country from developing nuclear weapons.,0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 effect 0 0 0,prevent
2105,7,"In the filing, Crane said that in the past it considered seeking control of Milton Roy, of St. Petersburg, Fla., through a merger or tender offer and that it expects to continue to evaluate an acquisition from time to time. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
658,105,The government passed a law to protect the environment in an effort to reduce pollution.,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
2149,51,The company said that because of softening sales it isn't in compliance with requirements that it maintain $3 million in working capital.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
920,367,The government passed a law to increase access to job training programs in an effort to reduce unemployment.,0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0,intend
2106,8,"Anheuser said it continues to hold to its earlier-announced goal of a 50% U.S. market share by the mid-1990s.    Beneath the tepid news-release jargon lies a powerful threat from the brewing giant, which last year accounted for about 41% of all U.S. beer sales and is expected to see that grow to 42.5% in the current year. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
1412,381,"The International Monetary Fund has recently approved a new loan package for Greece, in order to help the country address its economic crisis.",0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable
69,69,The United Nations has passed a resolution to prevent the exploitation of natural resources.,0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0,prevent
94,94,The United Nations has imposed a no-fly zone over Syria in an effort to prevent further violence against civilians.,0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,prevent
1830,251,"""The longer-term results from the ANDROMEDA study show sustained overall deep haematologic responses and further establish the potential of the subcutaneous formulation of daratumumab as a new treatment regimen in patients with AL amyloidosis, and I'm also encouraged to see additional investigational data showing cardiac and renal responses in these patients.""",0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
2092,25,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
1521,35,",The government has implemented a series of reforms to promote media freedom and reduce censorship.",0 0 0 0 0 0 0 0 0 0 intention effect 0 0 0 0 0,intend
174,174,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from committing human rights abuses.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect effect 0,prevent
124,124,The United Nations has imposed an arms embargo on Iran in an effort to prevent the country from developing ballistic missiles.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect 0,prevent
1285,254,The United Nations has also called for an international coalition to provide humanitarian aid to the people of Iraq and to ensure that Iraq complies with international law.,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,enable
171,171,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from destabilizing the region.,0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
941,388,"The government passed a law to increase access to sanitation services, in an effort to reduce water-borne diseases and improve public health.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,intend
1918,339,"But as the craze died, Coleco failed  to come up with another winner and filed for bankruptcy-law protection in July 1988.    ",0 0 0 0 cause 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
1538,52,",The government has implemented a series of reforms to promote financial stability and reduce financial risk.",0 0 0 0 0 0 0 0 0 0 intention 0 0 0 effect 0 0 0,intend
1342,311,The United States has implemented a new policy to ensure that all citizens have access to quality housing.,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0,enable
1705,126,"""The 3.1 revision to the USB Power Delivery specification, which includes the capability to provide up to 48 V and 240 W of power, will help enable additional design opportunities for current and new users of USB Type-C technology,"" said Deric Waters, senior member of technical staff at Texas Instruments.",0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
1702,123,"The company said it expects to use the proceeds to repay certain bank debt and for general corporate purposes, including establishing new operating centers and possible acquisitions. ",0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
933,380,"The government passed a law to increase access to clean water, in an effort to improve public health.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
307,307,The United States has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect effect 0,prevent
96,96,"The government has implemented a series of measures to prevent the spread of cybercrime, including increased monitoring of online activity and increased penalties for those who engage in cybercrime.",0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
1054,23,"The initiative will provide financial assistance to low-income families and individuals, as well as access to education and job training programs.",0 condition 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
385,385,"The government has implemented a series of measures to prevent the spread of corruption, including the introduction of anti-corruption laws and the enforcement of transparency.",0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0,prevent
869,316,The government passed a law to increase the number of renewable energy sources in an effort to reduce carbon emissions.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
1628,49,"For now, that would mean ""no one would represent Myanmar at the Seventy-fourth World Health Assembly"", according to the proposal, which was approved by WHO member states without a vote Wednesday morning.",0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
263,263,The United Nations has imposed a travel ban on certain countries in an effort to prevent the spread of extremism.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
1100,69,"Prime Minister Margaret Thatcher might have been willing to consider any request from Jaguar Chairman Sir John Egan to lift the restrictions early, allowing General Motors to acquire more than 15% or launch a friendly takeover bid against Ford.",0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
228,228,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the government from using weapons against its own citizens.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
1098,67,"Prime Minister Margaret Thatcher might, however, be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford.",0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,enable
1272,241,"The Canadian government has announced a new program to help low-income families with the cost of food, providing up to $200 per month in assistance for those who qualify.",0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
286,286,The government has implemented a series of measures to prevent the spread of fake news.,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0,prevent
2183,85,"""We consider that his bid is an acceptable bid,"" said Sandra Kolber, spokeswoman for the independent directors' committee appointed last May to solicit and review bids for the company in the wake of a dispute between Mr. Drabinsky and Cineplex's major shareholder, MCA Inc.    MCA and Cineplex's other major shareholder, Montreal-based financier Charles Bronfman and his associates, have agreed to tender their holdings to an offer by Mr. Drabinsky unless a higher offer is made by another bidder. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
1328,297,The United Nations has passed a resolution calling for an end to the conflict in Yemen.,0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0,enable
1927,348,"""If I  were choosing the people of tomorrow, I would  have chosen the people who are now on the board,"" he said.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 cause 0 0 0 0 0 0 0 0,cause
1673,94,"Institut Merieux S.A., which offered 942 million Canadian dollars (US$801.2 million), or C$37 a share for Connaught, said it would extend its bid, due to expire last Thursday, to Nov. 6.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 cause 0 0 0 0 0 0 0 0,cause
1517,31,",The government has implemented a series of reforms to strengthen the rule of law and promote judicial independence.",0 0 0 0 0 0 0 0 0 0 intention 0 effect 0 0 0 0 0 0 0,intend
1016,463,The government implemented a new policy to promote job training and education.,0 0 intention 0 0 0 0 effect 0 0 0 0 0,intend
955,402,The government passed a law to protect the rights of victims of religious discrimination and ensure their access to services.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
1363,332,The United Nations Security Council has unanimously approved a resolution that would impose a new set of sanctions on North Korea in response to its continued nuclear weapons development.,0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,enable
596,43,"The government is introducing a new law to protect the rights of immigrants, in an effort to ensure fair treatment and access to services.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
1308,277,The government has announced a new policy to reduce the number of refugees entering the country by tightening border security.,0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,enable
726,173,The government passed a law to increase the availability of affordable housing in order to reduce homelessness and improve living standards.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
1453,422,The United Nations has declared a new resolution to end the use of nuclear weapons.,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0,enable
679,126,"The government is introducing a new law to protect the rights of indigenous peoples, in an effort to recognize their cultural and land rights.",0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
492,492,The government has passed legislation to prevent companies from exploiting children by using them in labor or advertising.,0 0 0 0 prevention 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,prevent
839,286,The Prime Minister announced a new initiative to reduce poverty and inequality in the country.,0 0 0 intention 0 0 0 0 effect 0 0 0 0 0 0 0,intend
1358,327,The United Nations has implemented a new program to provide humanitarian aid to refugees.,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0,enable
800,247,The government passed a law to protect the rights of workers and ensure their access to fair wages and safe working conditions.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
1783,204,The restaurant operator cited transaction costs from its 1988 recapitalization as a result of a $160 million restructuring of its bank debt.,0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0,cause
493,493,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the government from developing nuclear weapons.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect effect 0,prevent
1143,112,The United Nations has passed a resolution calling for an end to the conflict in Yemen and the establishment of a ceasefire.,0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,enable
538,538,The government has implemented a series of laws to prevent the illegal dumping of hazardous waste.,0 0 0 0 0 0 0 prevention 0 0 0 0 effect 0 0 0 0,prevent
1107,76,The Canadian government has announced a new policy to increase the number of immigrants allowed into the country each year.,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0,enable
1558,72,",The government passed a law to increase funding for research and development, in an effort to promote innovation.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
274,274,The government has implemented a series of measures to prevent the illegal trafficking of drugs and weapons.,0 0 0 0 0 0 0 prevention 0 0 0 0 effect 0 0 0 0 0,prevent
1957,378,"Elected in 1810, he signed an obscure redistricting bill that enabled greater and perhaps disproportionate Republican representation in the Massachusetts legislature.",0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,enable
1041,10,The company has also announced that it will be investing in research and development to create new products and services.,0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0,enable
1132,101,The United Nations has passed a resolution calling for an end to the use of cluster munitions in conflict zones.,0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,enable
1402,371,The United Nations has called for an end to the violence in Syria and for all parties to the conflict to engage in dialogue.,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,enable
82,82,"The government has taken steps to prevent the spread of hate speech, including introducing new laws to regulate online platforms.",0 0 0 prevention 0 0 0 0 0 0 effect effect 0 0 0 0 0 0 0 0 0 0,prevent
819,266,The United Nations passed a resolution to promote the rights of people with disabilities and ensure their access to healthcare.,0 0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
507,507,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from acquiring weapons of mass destruction.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,prevent
1454,423,The United Nations has declared a new resolution to end the use of landmines in any form.,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0,enable
1526,40," ,The government has implemented a series of reforms to promote human rights and reduce human rights abuses.",0 0 0 0 0 0 0 0 0 0 0 intention 0 0 0 effect 0 0 0 0,intend
1449,418,"Japan has sought to increase its presence in the region, and has been involved in a number of economic development initiatives.",0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,enable
157,157,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from acquiring weapons of mass destruction.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect effect effect 0,prevent
1660,81,"Those gains came from higher prices, particularly for disposable diapers and tissue products, and from increased sales, primarily for feminine-care products, the company said. ",0 effect 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
1727,148,"Although the government said the economy grew an estimated 2.5% in the third quarter, in line with expectations, analysts are increasingly predicting much more sluggish growth -- and therefore more corporate earnings disappointments -- for the fourth quarter.    ",0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,cause
593,40,"The government has passed a law to increase access to education, in an effort to reduce educational disparities and promote economic growth.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
1224,193,The Canadian government has announced a new strategy to combat racism and discrimination in the workplace.,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0,enable
1428,397,The government has implemented a series of tax reforms to stimulate economic growth.,0 0 0 0 0 0 0 condition 0 0 effect 0 0 0,enable
486,486,"The government has implemented a series of measures to prevent the illegal trafficking of weapons, including increased border security and increased penalties.",0 0 0 0 0 0 0 0 0 0 0 effect effect effect effect 0 0 0 0 0 0 prevention 0 0,prevent
1818,239,Thousands of Australian Rules football fans were told to self-isolate and get tested for coronavirus Wednesday after an infected spectator attended a match in Melbourne and the city raced to avoid another lockdown.,0 0 0 0 0 0 0 0 0 prevention prevention prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
329,329,The United Nations has imposed an arms embargo on Sudan in an effort to prevent further violence in the region.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 effect 0 0 0 0,prevent
1983,404,"Nevertheless, American officials over the weekend becamemore open in declaring that by destroying Saddam Hussein'smilitary machine they hope to destroy his regime -- a goallikely to be supported by most Americans.   ",0 0 0 0 0 0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
927,374,"The government is introducing a new law to protect consumers, in an effort to ensure fair prices and quality products.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
1513,27,",The government passed a law to increase the number of public transportation options, in an effort to reduce traffic congestion.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
275,275,"The government has implemented a series of laws to prevent the exploitation of children, including increased monitoring of child labor and increased penalties for those who violate child labor laws.",0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
2172,74,The directors added that the two executives have n't reached a final decision to proceed with a bid and that until an offer is made the board will continue seeking higher offers from other bidders.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
347,347,"The government has taken steps to prevent the use of cybercrime, including introducing new laws to regulate the use of digital technologies.",0 0 0 0 0 0 0 0 0 0 effect 0 0 0 prevention 0 0 0 0 0 0 0 0 0,prevent
1505,19,",The prime minister proposed a new trade agreement to open up markets and create jobs.",0 0 0 0 intention 0 0 0 0 0 effect 0 0 0 0 0 0,intend
52,52,The government has implemented a series of regulations to prevent companies from polluting the environment.,0 0 0 0 0 0 0 prevention 0 0 0 0 effect 0 0 0,prevent
1286,255,The United Nations has also called for an international coalition to enforce the ceasefire and to ensure that Iraq complies with international law.,0 0 0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,enable
239,239,The United Nations has imposed a no-fly zone over Libya in an effort to prevent further violence in the region.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
401,401,The government has implemented a series of measures to prevent the illegal trafficking of weapons and drugs.,0 0 0 0 0 0 0 prevention 0 0 0 0 effect 0 0 0 0 0,prevent
1532,46,",The government has implemented a series of reforms to improve the quality of education and access to higher education.",0 0 0 0 0 0 0 0 0 0 intention 0 0 0 0 0 effect 0 0 0 0,intend
443,443,The United States and its allies have deployed a massive military presence in the Persian Gulf region to prevent Iraq from invading its neighbors.,0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
